Misc,playerID,birthYear,birthCountry,birthCity,deathYear,deathCountry,deathCity,nameFirst,nameLast,Birthplace,geoname_id,continent_code,country_iso_code,country_name,city_name,registered_country_geoname_id,latitude,longitude
16574,edgerbi01,1941,United States,South Bend,,,,Bill,Edgerton,United States South Bend,4926563,,US,United States,South Bend,6252001,41.6741,-86.2104
16575,edginjo01,1986,United States,Lewistown,,,,Josh,Edgin,United States Lewistown,5055908,,US,United States,Lewistown,6252001,40.0867,-91.8157
16580,edlefst01,1985,United States,Minneapolis,,,,Steve,Edlefsen,United States Minneapolis,4275586,,US,United States,Minneapolis,6252001,39.1295,-97.6688
16582,edlerda01,1956,United States,Sioux City,,,,Dave,Edler,United States Sioux City,4876523,,US,United States,Sioux City,6252001,42.4718,-96.3549
16583,edmonbo01,1879,United States,Paris,1931,USA,Lawrence,Bob,Edmondson,United States Paris,4125402,,US,United States,Paris,6252001,35.2941,-93.7265
16591,edmonbr01,1973,United States,Fontana,,,,Brian,Edmondson,United States Fontana,4271643,,US,United States,Fontana,6252001,38.4102,-94.8718
16594,edmoned01,1889,United States,Hopewell,1971,USA,Leesburg,Eddie,Edmonson,United States Hopewell,4764826,,US,United States,Hopewell,6252001,37.2876,-77.295
16597,edmonge01,1896,United States,Waxahachie,1973,USA,Waco,George,Edmondson,United States Waxahachie,4740328,,US,United States,Waxahachie,6252001,32.3816,-96.8322
16598,edmonji01,1970,United States,Fullerton,,,,Jim,Edmonds,United States Fullerton,5059296,,US,United States,Fullerton,6252001,46.1951,-98.3882
16601,edmonpa01,1943,United States,Kansas City,1970,USA,Santa Barbara,Paul,Edmondson,United States Kansas City,4273837,,US,United States,Kansas City,6252001,39.0661,-94.6288
16603,edmonsa01,1883,United States,Washington,1979,USA,Corpus Christi,Sam,Edmonston,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
16622,edwarbr01,1923,United States,Quincy,1975,USA,Sacramento,Bruce,Edwards,United States Quincy,4169510,,US,United States,Quincy,6252001,30.5867,-84.6094
16629,edwarca01,1991,United States,Newberry,,,,Carl,Edwards,United States Newberry,4165961,,US,United States,Newberry,6252001,29.6609,-82.5852
16633,edwarda01,1954,United States,Los Angeles,,,,Dave,Edwards,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
16635,edwarfo01,1903,United States,Holstein,1980,USA,Barnstable,Foster,Edwards,United States Holstein,4860886,,US,United States,Holstein,6252001,42.4948,-95.565
16638,edwarji01,1894,United States,Banner,1965,USA,Serepta,James,Edwards,United States Banner,4283110,,US,United States,Banner,6252001,37.5707,-82.6806
16639,edwarjo01,1938,United States,Columbus,,,,Johnny,Edwards,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
16650,edwarjo02,1988,United States,Chicago,,,,Jon,Edwards,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
16653,edwarmi02,1976,United States,Goshen,,,,Mike,Edwards,United States Goshen,4064706,,US,United States,Goshen,6252001,31.7946,-86.1277
16659,edwarra01,1882,United States,Brewster,1949,USA,White Plains,Ralph,Edwards,United States Brewster,4931273,,US,United States,Brewster,6252001,41.7492,-70.0699
16664,edwarsh01,1909,United States,Mount Ida,1992,USA,El Dorado,Sherman,Edwards,United States Mount Ida,4122466,,US,United States,Mount Ida,6252001,34.5612,-93.5749
16665,edwarwa01,1964,United States,Burbank,,,,Wayne,Edwards,United States Burbank,4885983,,US,United States,Burbank,6252001,41.7402,-87.7723
16670,eenhoro01,1968,Netherlands,Rotterdam,,,,Robert,Eenhoorn,Netherlands Rotterdam,2747891,EU,NL,Netherlands,Rotterdam,2921044,51.9255,4.5522
16671,eflinza01,1994,United States,Orlando,,,,Zach,Eflin,United States Orlando,4167147,,US,United States,Orlando,6252001,28.5436,-81.3738
16672,eganbe01,1883,United States,Augusta,1968,USA,Utica,Ben,Egan,United States Augusta,4099952,,US,United States,Augusta,6252001,35.2788,-91.3527
16680,egandi01,1884,United States,Portland,1947,USA,Oakland,Dick,Egan,United States Portland,4650946,,US,United States,Portland,6252001,36.5673,-86.5059
16689,egandi02,1937,United States,Berkeley,,,,Dick,Egan,United States Berkeley,4884562,,US,United States,Berkeley,6252001,41.8888,-87.909
16691,eganji01,1858,United States,Derby,1884,USA,New Haven,Jim,Egan,United States Derby,4270356,,US,United States,Derby,6252001,37.553,-97.2549
16695,eganri01,1871,United States,Philadelphia,1950,USA,Cranston,Jack,Egan,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16699,eganto01,1946,United States,Los Angeles,,,,Tom,Egan,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
16700,eganwi01,1881,United States,Evart,1951,USA,Detroit,Wish,Egan,United States Evart,4992304,,US,United States,Evart,6252001,43.8888,-85.2649
16701,egberja01,1983,United States,Staten Island,,,,Jack,Egbert,United States Staten Island,5139568,,US,United States,Staten Island,6252001,40.5956,-74.0806
16702,egeco01,1991,United States,Sioux City,,,,Cody,Ege,United States Sioux City,4876523,,US,United States,Sioux City,6252001,42.4718,-96.3549
16703,eggerel01,1902,United States,Rochester,1971,USA,Rochester,Mose,Eggert,United States Rochester,4248284,,US,United States,Rochester,6252001,39.7182,-89.5649
16714,eggleda01,1849,United States,Brooklyn,1902,USA,Buffalo,Dave,Eggler,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
16720,eglofbr01,1965,United States,Denver,,,,Bruce,Egloff,United States Denver,4463523,,US,United States,Denver,6252001,35.4837,-80.9898
16724,ehmkeho01,1894,United States,Silver Creek,1959,USA,Philadelphia,Howard,Ehmke,United States Silver Creek,4222783,,US,United States,Silver Creek,6252001,34.1593,-85.1429
16728,ehretre01,1868,United States,Louisville,1940,USA,Cincinnati,Red,Ehret,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
16736,ehrharu01,1894,United States,Beecher,1980,USA,Chicago,Rube,Ehrhardt,United States Beecher,4884352,,US,United States,Beecher,6252001,41.3444,-87.6115
16737,eibelha01,1893,United States,Brooklyn,1945,USA,Macon,Hack,Eibel,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
16743,eibnebr01,1988,United States,San Diego,,,,Brett,Eibner,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
16745,eichhma01,1960,United States,San Jose,,,,Mark,Eichhorn,United States San Jose,4910485,,US,United States,San Jose,6252001,40.3011,-89.6872
16747,eichrik01,1903,United States,Chicago,1965,USA,Indianapolis,Ike,Eichrodt,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
16748,eickhje01,1990,United States,Evansville,,,,Jerad,Eickhoff,United States Evansville,4110157,,US,United States,Evansville,6252001,35.7823,-94.4638
16753,eilanda01,1966,United States,Dade City,,,,Dave,Eiland,United States Dade City,4152695,,US,United States,Dade City,6252001,28.4247,-82.2185
16755,einerda01,1972,United States,Rhinelander,,,,Darrell,Einertson,United States Rhinelander,5268720,,US,United States,Rhinelander,6252001,45.7045,-89.3866
16756,eischjo01,1970,United States,West Covina,,,,Joey,Eischen,United States West Covina,5407933,,US,United States,West Covina,6252001,34.0706,-117.9393
16757,eisenha01,1915,United States,Brooklyn,2003,USA,Beachwood,Harry,Eisenstat,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
16763,eisenja01,1922,United States,Perkasie,1987,USA,Huntingdon,Jake,Eisenhart,United States Perkasie,5205638,,US,United States,Perkasie,6252001,40.38,-75.2718
16765,eiteled01,1871,Germany,Berlin,1942,USA,Greencastle,Ed,Eiteljorge,Germany Berlin,2950158,EU,DE,Germany,Berlin,2921044,54.0357,10.4499
16767,ekstrmi01,1983,United States,Portland,,,,Mike,Ekstrom,United States Portland,4650946,,US,United States,Portland,6252001,36.5673,-86.5059
16776,eland01,1851,United States,Baltimore,1934,USA,Baltimore,Frederick,Ehlen,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
16778,elartsc01,1976,United States,Lamar,,,,Scott,Elarton,United States Lamar,4118223,,US,United States,Lamar,6252001,35.4349,-93.3552
16784,elberki01,1875,United States,Pomeroy,1944,USA,Chattanooga,Kid,Elberfeld,United States Pomeroy,4521708,,US,United States,Pomeroy,6252001,39.0607,-82.0331
16787,elbersc01,1985,United States,Joplin,,,,Scott,Elbert,United States Joplin,4392768,,US,United States,Joplin,6252001,37.0465,-94.5103
16789,elderda01,1975,United States,Atlanta,,,,Dave,Elder,United States Atlanta,4180439,,US,United States,Atlanta,6252001,33.9707,-84.3247
16797,elderge01,1921,United States,Lebanon,,,,George,Elder,United States Lebanon,4242790,,US,United States,Lebanon,6252001,38.6053,-89.7992
16811,elderhe01,1890,United States,Seattle,1958,USA,Long Beach,Heinie,Elder,United States Seattle,5809844,,US,United States,Seattle,3077311,47.4902,-122.3004
16812,eldrebr01,1980,United States,Fort Lauderdale,,,,Brad,Eldred,United States Fort Lauderdale,4155966,,US,United States,Fort Lauderdale,6252001,26.2154,-80.271
16813,eldreca01,1967,United States,Cedar Rapids,,,,Cal,Eldred,United States Cedar Rapids,4850751,,US,United States,Cedar Rapids,6252001,41.9843,-91.6259
16814,eliale01,1937,United States,Philadelphia,,,,Lee,Elia,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16819,elkope01,1918,United States,Wilkes-Barre,1993,USA,Wilkes-Barre,Pete,Elko,United States Wilkes-Barre,5219488,,US,United States,Wilkes-Barre,6252001,41.2689,-75.8453
16820,ellamro01,1886,United States,Conshohocken,1948,USA,Conshohocken,Roy,Ellam,United States Conshohocken,5185267,,US,United States,Conshohocken,6252001,40.0825,-75.3044
16822,ellerho01,1894,United States,Muncie,1961,USA,Indianapolis,Hod,Eller,United States Muncie,4924006,,US,United States,Muncie,6252001,40.2279,-85.3967
16823,ellicjo01,1854,United States,Cincinnati,1923,USA,Kansas City,Joe,Ellick,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
16825,ellinbr01,1949,United States,Pocatello,,,,Bruce,Ellingsen,United States Pocatello,5604045,,US,United States,Pocatello,6252001,42.8851,-112.4441
16826,ellinbr02,1990,United States,Gainesville,,,,Brian,Ellington,United States Gainesville,4156404,,US,United States,Gainesville,6252001,29.6959,-82.4042
16831,elliobo01,1916,United States,San Francisco,1966,USA,San Diego,Bob,Elliott,United States San Francisco,5391959,,US,United States,San Francisco,2017370,37.7751,-122.4193
16832,ellioca01,1893,United States,Atchison,1959,USA,Palm Springs,Carter,Elliott,United States Atchison,4267733,,US,United States,Atchison,6252001,39.5594,-95.1304
16833,elliocl01,1876,United States,Pardeeville,1923,USA,Pardeeville,Claude,Elliott,United States Pardeeville,5266199,,US,United States,Pardeeville,6252001,43.534,-89.3265
16834,elliodo01,1968,United States,Pasadena,,,,Donnie,Elliott,United States Pasadena,4364990,,US,United States,Pasadena,6252001,39.1244,-76.495
16838,elliogl01,1919,United States,Sapulpa,1969,USA,Portland,Glenn,Elliott,United States Sapulpa,4550881,,US,United States,Sapulpa,6252001,36.003,-96.1106
16839,ellioha01,1899,United States,Mount Clemens,1963,USA,Honolulu,Hal,Elliott,United States Mount Clemens,5002656,,US,United States,Mount Clemens,6252001,42.5978,-82.8823
16840,ellioha02,1923,United States,San Francisco,2013,USA,Little River,Harry,Elliott,United States San Francisco,5391959,,US,United States,San Francisco,2017370,37.7751,-122.4193
16842,elliola01,1938,United States,San Diego,,,,Larry,Elliot,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
16843,elliora01,1951,United States,Oxnard,,,,Randy,Elliott,United States Oxnard,5380184,,US,United States,Oxnard,6252001,34.2149,-119.1761
16844,ellioro01,1890,United States,Kokomo,1934,USA,San Francisco,Rowdy,Elliott,United States Kokomo,4922388,,US,United States,Kokomo,6252001,40.5025,-86.1462
16845,ellisaj01,1981,United States,Cape Girardeau,,,,A. J.,Ellis,United States Cape Girardeau,4379966,,US,United States,Cape Girardeau,6252001,37.3059,-89.5181
16847,ellisbe01,1870,United States,Lockport,1931,USA,Schenectady,Ben,Ellis,United States Lockport,4900292,,US,United States,Lockport,6252001,41.591,-88.0484
16849,ellisdo01,1945,United States,Los Angeles,2008,USA,Los Angeles,Dock,Ellis,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
16850,ellisge01,1897,United States,San Francisco,1978,USA,San Francisco,George,Ellison,United States San Francisco,5391959,,US,United States,San Francisco,2017370,37.7751,-122.4193
16851,ellisja01,1978,United States,Quincy,,,,Jason,Ellison,United States Quincy,4169510,,US,United States,Quincy,6252001,30.5867,-84.6094
16858,ellisji01,1945,United States,Tulare,,,,Jim,Ellis,United States Tulare,5403783,,US,United States,Tulare,6252001,36.2017,-119.3402
16859,ellisjo01,1948,United States,New London,,,,John,Ellis,United States New London,4400423,,US,United States,New London,6252001,39.5917,-91.396
16866,ellisma01,1977,United States,Rapid City,,,,Mark,Ellis,United States Rapid City,5768233,,US,United States,Rapid City,6252001,44.1415,-103.2052
16867,ellisro01,1950,United States,Grand Rapids,,,,Rob,Ellis,United States Grand Rapids,4994358,,US,United States,Grand Rapids,6252001,43.0213,-85.6064
16870,ellisro02,1970,United States,Baton Rouge,,,,Robert,Ellis,United States Baton Rouge,4315588,,US,United States,Baton Rouge,6252001,30.415,-91.0773
16871,ellisru01,1885,United States,Downey,1938,USA,Pico Rivera,Rube,Ellis,United States Downey,5343858,,US,United States,Downey,6252001,33.9212,-118.1424
16873,ellissa01,1941,United States,Youngstown,2016,USA,Temple Terrace,Sammy,Ellis,United States Youngstown,4178909,,US,United States,Youngstown,6252001,30.3269,-85.5169
16876,ellsbja01,1983,United States,Madras,,,,Jacoby,Ellsbury,United States Madras,5738690,,US,United States,Madras,6252001,44.6376,-121.1349
16877,ellswdi01,1940,United States,Lusk,,,,Dick,Ellsworth,United States Lusk,5831333,,US,United States,Lusk,6252001,42.766,-104.4651
16878,ellswst01,1960,United States,Chicago,,,,Steve,Ellsworth,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
16879,elmorja01,1987,United States,Dothan,,,,Jake,Elmore,United States Dothan,4059102,,US,United States,Dothan,6252001,31.1498,-85.369
16880,elmorve01,1899,United States,Gordo,1969,USA,Birmingham,Verdo,Elmore,United States Gordo,4064664,,US,United States,Gordo,6252001,33.3469,-87.9005
16881,elshro01,1891,United States,Penns Grove,1978,USA,Philadelphia,Roy,Elsh,United States Penns Grove,4503544,,US,United States,Penns Grove,6252001,39.6994,-75.4495
16882,elsteke01,1964,United States,San Pedro,,,,Kevin,Elster,United States San Pedro,5392528,,US,United States,San Pedro,6252001,33.7329,-118.2951
16886,elyha01,1868,United States,Reading,1925,USA,Reading,Harry,Ely,United States Reading,4948462,,US,United States,Reading,6252001,42.528,-71.109
16888,elyjo01,1986,United States,Harvey,,,,John,Ely,United States Harvey,4327047,,US,United States,Harvey,6252001,29.8725,-90.0673
16891,emausbr01,1986,United States,Kalamazoo,,,,Brad,Emaus,United States Kalamazoo,4997787,,US,United States,Kalamazoo,6252001,42.2789,-85.6904
16892,embreal01,1970,United States,The Dalles,,,,Alan,Embree,United States The Dalles,5756304,,US,United States,The Dalles,6252001,45.5995,-121.1905
16893,embrere01,1917,United States,El Monte,1996,USA,Eugene,Red,Embree,United States El Monte,5345743,,US,United States,El Monte,6252001,34.0791,-118.0371
16894,embresl01,1901,United States,Columbia,1947,USA,Belle Meade,Slim,Embry,United States Columbia,4236206,,US,United States,Columbia,6252001,38.4325,-90.2027
16910,emersch01,1889,United States,Stow,1971,USA,Augusta,Chester,Emerson,United States Stow,4952217,,US,United States,Stow,6252001,42.4308,-71.515
16912,emeryca01,1937,United States,Centre Hall,2010,USA,Tulsa,Cal,Emery,United States Centre Hall,5183766,,US,United States,Centre Hall,6252001,40.8254,-77.6742
16913,emerysp01,1896,United States,Bay City,1975,USA,Cape Canaveral,Spoke,Emery,United States Bay City,4829307,,US,United States,Bay City,6252001,28.8636,-95.9173
16916,emigch01,1875,United States,Cincinnati,1975,USA,Oklahoma City,Charlie,Emig,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
16918,emmerbo01,1891,United States,New York,1948,USA,Bridgeport,Bob,Emmerich,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
16919,emmerfr01,1896,United States,Crestline,1963,USA,Homestead,Frank,Emmer,United States Crestline,5151406,,US,United States,Crestline,6252001,40.7927,-82.7367
16921,emmersl01,1919,United States,Allentown,1998,USA,Allentown,Slim,Emmerich,United States Allentown,5095133,,US,United States,Allentown,6252001,40.1589,-74.5909
16923,emslibo01,1859,Canada,Guelph,1943,CAN,St. Thomas,Bob,Emslie,Canada Guelph,5967629,,CA,Canada,Guelph,6251999,43.5588,-80.3004
16929,endertr01,1974,United States,Milwaukee,,,,Trevor,Enders,United States Milwaukee,5263045,,US,United States,Milwaukee,6252001,43.0503,-88.045
16931,engelad01,1991,United States,Cincinnati,,,,Adam,Engel,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
